Commune,ID,MeanRT,MeanCases,Sum_AE,LOC_RISK,JAN_EVI_ME,OCT_EVI_ME,JAN_LST_ME,OCT_LST_ME,JAN_NDVI_M,OCT_NDVI_M,Dep_RT,Casa_RT,Piez_RT,Med_RT,Ranch_RT,Ruca_RT,Movil_RT,col_rt,x,y,long,lat
San Pablo                                                                                                                                                                                                                                                     , 246,    0.0000,    0.0000,   0,       0.0000000000, 4.33033138514e-001, 4.87604469061e-001, 2.44889087677e+001, 1.67258968353e+001, 6.58617556095e-001, 7.63966143131e-001,    0.0003,    0.9308,    0.0061,    0.0496,    0.0040,    0.0000,    0.0003,    0.0046, 1.47e+005, 5.52e+006,-7.32e+001,-4.04e+001
Hualaihue                                                                                                                                                                                                                                                     , 247,    0.0000,    0.0000,   0,       0.0000000000, 2.96320676804e-001, 2.53623545170e-001, 1.48049030304e+001, 1.21213436127e+001, 6.25248908997e-001, 4.99875485897e-001,    0.0016,    0.9444,    0.0047,    0.0286,    0.0047,    0.0000,    0.0012,    0.0121, 2.21e+005, 5.33e+006,-7.24e+001,-4.22e+001
Puerto Varas                                                                                                                                                                                                                                                  , 248,    0.0000,    0.0000,   0,       0.0000000000, 3.44511598349e-001, 2.81014949083e-001, 1.68070774078e+001, 1.28908300400e+001, 6.99680209160e-001, 6.30219161510e-001,    0.0232,    0.9302,    0.0057,    0.0223,    0.0006,    0.0000,    0.0004,    0.0070, 2.16e+005, 5.43e+006,-7.24e+001,-4.12e+001
Futaleufu                                                                                                                                                                                                                                                     , 249,    0.0000,    0.0000,   0,       0.0000000000, 3.52223813534e-001, 2.47604623437e-001, 1.67492141724e+001, 9.62577152252e+000, 6.23095989227e-001, 4.05475467443e-001,    0.0023,    0.8523,    0.0047,    0.0305,    0.0059,    0.0000,    0.0012,    0.0152, 2.56e+005, 5.21e+006,-7.20e+001,-4.32e+001
Cochamo                                                                                                                                                                                                                                                       , 250,    0.0000,    0.0000,   0,       0.0000000000, 3.68054807186e-001, 2.78292000294e-001, 1.51758613586e+001, 1.21753034592e+001, 7.06730902195e-001, 5.34388780594e-001,    0.0012,    0.9236,    0.0024,    0.0328,    0.0107,    0.0000,    0.0006,    0.0209, 2.43e+005, 5.37e+006,-7.21e+001,-4.18e+001
Puyehue                                                                                                                                                                                                                                                       , 251,    0.0000,    0.0000,   0,       0.0000000000, 4.16979432106e-001, 3.75205725431e-001, 1.95941410065e+001, 1.44451217651e+001, 7.31414496899e-001, 7.02120602131e-001,    0.0003,    0.9338,    0.0079,    0.0344,    0.0020,    0.0000,    0.0012,    0.0146, 2.14e+005, 5.49e+006,-7.24e+001,-4.07e+001
Palena                                                                                                                                                                                                                                                        , 252,    0.0000,    0.0000,   0,       0.0000000000, 3.61017793417e-001, 2.45619177818e-001, 1.46272592545e+001, 9.98886489868e+000, 6.77197575569e-001, 4.24373924732e-001,    0.0003,    0.0907,    0.0003,    0.0055,    0.0004,    0.0000,    0.0000,    0.0028, 2.60e+005, 5.16e+006,-7.20e+001,-4.37e+001
Chaiten                                                                                                                                                                                                                                                       , 253,    0.0000,    0.0000,   0,       0.0000000000, 3.41960102320e-001, 2.83871263266e-001, 1.57405128479e+001, 1.20973796844e+001, 6.81867957115e-001, 5.69520056248e-001,    0.0013,    0.9202,    0.0035,    0.0308,    0.0043,    0.0000,    0.0065,    0.0321, 2.09e+005, 5.22e+006,-7.26e+001,-4.31e+001
Tortel                                                                                                                                                                                                                                                        , 254,    0.0000,    0.0000,   0,       0.0000000000, 2.29601383209e-001, 1.69556647539e-001, 9.25981903076e+000, 7.57558298111e+000, 4.87539827824e-001, 3.47216606140e-001,    0.0000,    0.8656,    0.0269,    0.0376,    0.0376,    0.0000,    0.0000,    0.0323, 1.16e+005, 4.67e+006,-7.42e+001,-4.80e+001
Cochrane                                                                                                                                                                                                                                                      , 255,    0.0000,    0.0000,   0,       0.0000000000, 2.41634041071e-001, 1.12387806177e-001, 1.51020116806e+001, 8.66121482849e+000, 4.40006613731e-001, 2.51029670238e-001,    0.0000,    0.9129,    0.0026,    0.0353,    0.0190,    0.0000,    0.0017,    0.0250, 2.18e+005, 4.75e+006,-7.27e+001,-4.74e+001
